% Model,solenoidSplitCoil.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 7 2022, 14:27"
% Dimension,2
% Nodes,53341
% Expressions,1
% Description,Magnetic flux density norm
% Length unit,mm
% r,z,mf.normB (T)
10,-631,3.013468429757714E-4
11,-631,3.0113565640562697E-4
12,-631,3.0086983111166484E-4
13.000000000000002,-631,3.0061207735573734E-4
14,-631,3.0036501925413667E-4
15,-631,3.000496947070821E-4
16,-631,2.996691842558451E-4
17,-631,2.993173045894639E-4
18.000000000000004,-631,2.9900658562603133E-4
19,-631,2.986277020389804E-4
20,-631,2.98142197080105E-4
21,-631,2.977012516372319E-4
22,-631,2.9728838736742513E-4
23,-631,2.968872153660492E-4
24,-631,2.9649875332237667E-4
25,-631,2.9538773355695637E-4
26.000000000000004,-631,2.948741868368168E-4
27,-631,2.953437489884251E-4
28,-631,2.9457159580046846E-4
29,-631,2.9380150744835124E-4
30,-631,2.929838739600119E-4
31,-631,2.923655985336166E-4
32,-631,2.9175670257250354E-4
33,-631,2.9115793389332027E-4
34,-631,2.9056996463524675E-4
35,-631,2.8999340175382725E-4
36.00000000000001,-631,2.894287957514604E-4
37,-631,2.888766479782387E-4
38,-631,2.883374167666057E-4
39,-631,2.8663426882930877E-4
40,-631,2.858932059907977E-4
0,-630,3.071955524231067E-4
1,-630,3.0717552323078647E-4
2,-630,3.0713846801238187E-4
3,-630,3.070849779067463E-4
4,-630,3.07019213542174E-4
5,-630,3.0690532964196867E-4
6,-630,3.0678512144641977E-4
7,-630,3.0663634833889234E-4
8,-630,3.064855013789414E-4
9.000000000000002,-630,3.0628891219591846E-4
10,-630,3.0607981176764687E-4
11,-630,3.0582727714545215E-4
12,-630,3.055924082202913E-4
13.000000000000002,-630,3.0533358063801827E-4
14,-630,3.050854236582354E-4
15,-630,3.047578353457127E-4
16,-630,3.043753345704469E-4
17,-630,3.03999895305586E-4
18.000000000000004,-630,3.035226742747111E-4
19,-630,3.032372723300303E-4
20,-630,3.02803332113753E-4
21,-630,3.0237842910542834E-4
22,-630,3.0196396519516255E-4
23,-630,3.015611121247776E-4
24,-630,3.0068700883139655E-4
25,-630,3.001643276684632E-4
26.000000000000004,-630,2.9965381163795854E-4
27,-630,2.999730357589397E-4
28,-630,2.991989805868207E-4
29,-630,2.984269509963343E-4
30,-630,2.9765893382748806E-4
31,-630,2.9689668382858E-4
32,-630,2.961510336296353E-4
33,-630,2.955434221514416E-4
34,-630,2.949469548335004E-4
35,-630,2.943621866407397E-4
36.00000000000001,-630,2.9378962157733336E-4
37,-630,2.932297192596747E-4
38,-630,2.926829004388178E-4
39,-630,2.908131748515202E-4
40,-630,2.9006085260539647E-4
0,-629,3.120273312468558E-4
1,-629,3.1200788431288154E-4
2,-629,3.119685754355666E-4
3,-629,3.119184322227325E-4
4,-629,3.1183320209391357E-4
5,-629,3.117302261438034E-4
6,-629,3.116184669191463E-4
7,-629,3.114522395939936E-4
8,-629,3.1129334938465725E-4
9.000000000000002,-629,3.1109595242562047E-4
10,-629,3.1089155453519385E-4
11,-629,3.1064562970429133E-4
12,-629,3.104089530561196E-4
13.000000000000002,-629,3.100975211518823E-4
14,-629,3.098946703258513E-4
15,-629,3.0950304932629883E-4
16,-629,3.090752449194975E-4
17,-629,3.0871155533082644E-4
18.000000000000004,-629,3.083589029280865E-4
19,-629,3.079630993378986E-4
20,-629,3.075252507289731E-4
21,-629,3.070966598934764E-4
22,-629,3.0667865820118584E-4
23,-629,3.0627235874306885E-4
24,-629,3.055040428130309E-4
25,-629,3.049830265842128E-4
26.000000000000004,-629,3.044738230058939E-4
27,-629,3.046451693608876E-4
28,-629,3.0386756811295667E-4
29,-629,3.030920686486749E-4
30,-629,3.023206160073656E-4
31,-629,3.0155492781503855E-4
32,-629,3.007965294633779E-4
33,-629,3.0004678286344025E-4
34,-629,2.9930691009657655E-4
35,-629,2.987632113318031E-4
36.00000000000001,-629,2.9818173053353136E-4
37,-629,2.9761317340412234E-4
38,-629,2.9705791927762916E-4
39,-629,2.95024651796724E-4
40,-629,2.942601739066588E-4
0,-628,3.1694259244933906E-4
1,-628,3.1692281410753445E-4
2,-628,3.1688335267833105E-4
3,-628,3.1682944504541743E-4
4,-628,3.167518892881983E-4
5,-628,3.166394659973753E-4
6,-628,3.165117914617051E-4
7,-628,3.1636050675019174E-4
8,-628,3.1618668458034026E-4
9.000000000000002,-628,3.1598717915256127E-4
10,-628,3.1581722162443146E-4
11,-628,3.155323764350766E-4
12,-628,3.152674031745492E-4
13.000000000000002,-628,3.1490389508186096E-4
14,-628,3.146843124564009E-4
15,-628,3.1432864566955087E-4
16,-628,3.139553701881678E-4
17,-628,3.135912281980197E-4
18.000000000000004,-628,3.13238008278241E-4
19,-628,3.1289713644808875E-4
20,-628,3.1229034570196673E-4
21,-628,3.118559353023217E-4
22,-628,3.114324610451425E-4
23,-628,3.108965791945674E-4
24,-628,3.103650275397867E-4
25,-628,3.0984381569710694E-4
26.000000000000004,-628,3.093342111067544E-4
27,-628,3.088373087358379E-4
28,-628,3.0857733816564564E-4
29,-628,3.0779684517682045E-4
30,-628,3.070205380415792E-4
31,-628,3.062500881573472E-4
32,-628,3.054869798202414E-4
33,-628,3.047325382184426E-4
34,-628,3.039879524586341E-4
35,-628,3.032542946186379E-4
36.00000000000001,-628,3.0253253559872883E-4
37,-628,3.0202701643973945E-4
38,-628,3.014624812583285E-4
39,-628,3.009118292333678E-4
40,-628,2.984911653495617E-4
0,-627,3.219426284818959E-4
1,-627,3.219225241015368E-4
2,-627,3.218819230185011E-4
3,-627,3.218241679279466E-4
4,-627,3.217425157260692E-4
5,-627,3.216294114802135E-4
6,-627,3.215114501980766E-4
7,-627,3.2134627903134563E-4
8,-627,3.211854620758489E-4
9.000000000000002,-627,3.209652770187192E-4
10,-627,3.2077781891272963E-4
11,-627,3.204899697641517E-4
12,-627,3.2023606250833233E-4
13.000000000000002,-627,3.1982966214835035E-4
14,-627,3.1970033301068534E-4
15,-627,3.19260852268549E-4
16,-627,3.1888388514597393E-4
17,-627,3.1851636717916633E-4
18.000000000000004,-627,3.181599833357155E-4
19,-627,3.1781607741878287E-4
20,-627,3.170986057313567E-4
21,-627,3.1665624756392765E-4
22,-627,3.163459868664093E-4
23,-627,3.1580352533136746E-4
24,-627,3.152699449778994E-4
25,-627,3.1474668190966136E-4
26.000000000000004,-627,3.1423496735158034E-4
27,-627,3.137358649723211E-4
28,-627,3.133282724660089E-4
29,-627,3.125412670212049E-4
30,-627,3.117586907547505E-4
31,-627,3.10982159717574E-4
32,-627,3.1021310916037935E-4
33,-627,3.094528205886956E-4
34,-627,3.0870244401813704E-4
35,-627,3.0796301638958003E-4
36.00000000000001,-627,3.0723547689075415E-4
37,-627,3.065206797693894E-4
38,-627,3.0581940509991583E-4
39,-627,3.0533609724525684E-4
40,-627,3.048791378342766E-4
0,-626,3.27029431920624E-4
1,-626,3.27009507487134E-4
2,-626,3.2696751894378275E-4
3,-626,3.269078766663799E-4
4,-626,3.2682460463513235E-4
5,-626,3.2671018702881384E-4
6,-626,3.265607910227194E-4
7,-626,3.264166446668735E-4
8,-626,3.2625225884144905E-4
9.000000000000002,-626,3.2602136363620455E-4
10,-626,3.2582091947610983E-4
11,-626,3.2555267635252683E-4
12,-626,3.252227394852786E-4
13.000000000000002,-626,3.2495462094515214E-4
14,-626,3.2478590415371285E-4
15,-626,3.2434560372376686E-4
16,-626,3.2390945633400925E-4
17,-626,3.234805278813079E-4
18.000000000000004,-626,3.2312482185621827E-4
19,-626,3.227755654762739E-4
20,-626,3.2195002057795795E-4
21,-626,3.214975897822818E-4
22,-626,3.213031125274887E-4
23,-626,3.207564027396237E-4
24,-626,3.202187787724322E-4
25,-626,3.196916135364833E-4
26.000000000000004,-626,3.191760843123982E-4
27,-626,3.186732083885891E-4
28,-626,3.1812035454999014E-4
29,-626,3.173253221844673E-4
30,-626,3.1653506629317977E-4
31,-626,3.157511384522865E-4
32,-626,3.1497491690647055E-4
33,-626,3.1420763250781386E-4
34,-626,3.13450390053289E-4
35,-626,3.127041859409185E-4
36.00000000000001,-626,3.119699228602338E-4
37,-626,3.112484220779884E-4
38,-626,3.1054043376202537E-4
39,-626,3.096050945134482E-4
40,-626,3.094453754262535E-4
0,-625,3.322052668283368E-4
1,-625,3.321855067229516E-4
2,-625,3.32142621908544E-4
3,-625,3.320883657136724E-4
4,-625,3.319937180923077E-4
5,-625,3.3187803467510927E-4
6,-625,3.3174811234794283E-4
7,-625,3.315789932100475E-4
8,-625,3.3140482304462105E-4
9.000000000000002,-625,3.3118041117071253E-4
10,-625,3.3096421468007883E-4
11,-625,3.306718815909797E-4
12,-625,3.303934295717554E-4
13.000000000000002,-625,3.301263687048983E-4
14,-625,3.2991548669321726E-4
15,-625,3.29473100500851E-4
16,-625,3.290348458091621E-4
17,-625,3.2860373235875547E-4
18.000000000000004,-625,3.2818212084607E-4
19,-625,3.277718927879993E-4
20,-625,3.274330792140211E-4
21,-625,3.268694575532384E-4
22,-625,3.263083445591674E-4
23,-625,3.257551918346789E-4
24,-625,3.2521151414276536E-4
25,-625,3.246786002127958E-4
26.000000000000004,-625,3.2415755564370715E-4
27,-625,3.236493362533962E-4
28,-625,3.2295356965584665E-4
29,-625,3.221490001311785E-4
30,-625,3.213496580367543E-4
31,-625,3.2055702133642076E-4
32,-625,3.19772403298563E-4
33,-625,3.189969771410654E-4
34,-625,3.182317963045703E-4
35,-625,3.17477811228156E-4
36.00000000000001,-625,3.166557412173587E-4
37,-625,3.15957911375337E-4
38,-625,3.1527550769891503E-4
39,-625,3.139212194515518E-4
40,-625,3.129542256628753E-4
0,-624,3.3747196091322334E-4
1,-624,3.3745215075427714E-4
2,-624,3.3740814704814724E-4
3,-624,3.3734673502026295E-4
4,-624,3.3726115932752567E-4
5,-624,3.371363198724418E-4
6,-624,3.370021863136488E-4
7,-624,3.3682050182720885E-4
8,-624,3.3664956108535267E-4
9.000000000000002,-624,3.364264243896997E-4
10,-624,3.361668080774684E-4
11,-624,3.3589657847800174E-4
12,-624,3.356148655498122E-4
13.000000000000002,-624,3.353449006720733E-4
14,-624,3.3508907758990006E-4
15,-624,3.34641626957238E-4
16,-624,3.3419866482667403E-4
17,-624,3.337630798282075E-4
18.000000000000004,-624,3.3340233466542596E-4
19,-624,3.330541493688391E-4
20,-624,3.32014429504351E-4
21,-624,3.3218308319490984E-4
22,-624,3.3150679119735684E-4
23,-624,3.307998747630592E-4
24,-624,3.302481377842891E-4
25,-624,3.297076328086273E-4
26.000000000000004,-624,3.291793760090211E-4
27,-624,3.2866424663546546E-4
28,-624,3.281630109283487E-4
29,-624,3.2701229169367085E-4
30,-624,3.262024605163882E-4
31,-624,3.2539980629208874E-4
32,-624,3.2460556933385784E-4
33,-624,3.238208582356242E-4
34,-624,3.231502652680842E-4
35,-624,3.22421887323148E-4
36.00000000000001,-624,3.2170740094365226E-4
37,-624,3.2100756192236487E-4
38,-624,3.2032306117344474E-4
39,-624,3.1892995182405465E-4
40,-624,3.179601880964358E-4
0,-623,3.428313090917289E-4
1,-623,3.4281185243090255E-4
2,-623,3.4276699235819767E-4
3,-623,3.427026058059769E-4
4,-623,3.4261458239182133E-4
5,-623,3.4249002081013214E-4
6,-623,3.4234890343796547E-4
7,-623,3.4218011627483E-4
8,-623,3.419756239627157E-4
9.000000000000002,-623,3.4175313393175325E-4
10,-623,3.4153842738931736E-4
11,-623,3.412616273968906E-4
12,-623,3.409356526836769E-4
13.000000000000002,-623,3.406187136924359E-4
14,-623,3.4030667418951364E-4
15,-623,3.3986346901900883E-4
16,-623,3.394749009845536E-4
17,-623,3.390982494275707E-4
18.000000000000004,-623,3.387352124058525E-4
19,-623,3.3792964645769423E-4
20,-623,3.374353920394794E-4
21,-623,3.3746764381143086E-4
22,-623,3.367906638183991E-4
23,-623,3.361178508385093E-4
24,-623,3.3545162823673267E-4
25,-623,3.347940559421364E-4
26.000000000000004,-623,3.342415410121152E-4
27,-623,3.337179383460934E-4
28,-623,3.332085826790119E-4
29,-623,3.319151889835945E-4
30,-623,3.3109346933665013E-4
31,-623,3.302794921219888E-4
32,-623,3.297562054511935E-4
33,-623,3.2899893866356305E-4
34,-623,3.2825394874064456E-4
35,-623,3.275221095367471E-4
36.00000000000001,-623,3.268042137349269E-4
37,-623,3.2610098338898175E-4
38,-623,3.2496534569077665E-4
39,-623,3.239805929308599E-4
40,-623,3.230068584180725E-4
0,-622,3.482857513341669E-4
1,-622,3.4826665184531553E-4
2,-622,3.4822015206917284E-4
3,-622,3.4816091042886096E-4
4,-622,3.4805983983699146E-4
5,-622,3.479353264879408E-4
6,-622,3.4780142907227506E-4
7,-622,3.4760945196449976E-4
8,-622,3.4743369814242844E-4
9.000000000000002,-622,3.471790511824019E-4
10,-622,3.469584932342266E-4
11,-622,3.4664935610354745E-4
12,-622,3.4634470490964216E-4
13.000000000000002,-622,3.460598421102734E-4
14,-622,3.456111044537888E-4
15,-622,3.452482251631269E-4
16,-622,3.448572422343023E-4
17,-622,3.4447828336378096E-4
18.000000000000004,-622,3.441129709822146E-4
19,-622,3.433964513865989E-4
20,-622,3.429053815609398E-4
21,-622,3.4242769841398167E-4
22,-622,3.421236247061506E-4
23,-622,3.414477578575677E-4
24,-622,3.407785121643361E-4
25,-622,3.40117898616258E-4
26.000000000000004,-622,3.394676408479486E-4
27,-622,3.388292277053816E-4
28,-622,3.382039545192379E-4
29,-622,3.368576853088425E-4
30,-622,3.3647773807542257E-4
31,-622,3.3569287735108464E-4
32,-622,3.3491859754491076E-4
33,-622,3.3415591361679603E-4
34,-622,3.3340573828714854E-4
35,-622,3.3266889625369034E-4
36.00000000000001,-622,3.3194613601777843E-4
37,-622,3.312381397725151E-4
38,-622,3.300630709901883E-4
39,-622,3.290731136943269E-4
40,-622,3.2809421452301125E-4
0,-621,3.5383168895017315E-4
1,-621,3.5381835455765753E-4
2,-621,3.537709450592072E-4
3,-621,3.5370548163240405E-4
4,-621,3.536194137105581E-4
5,-621,3.534791486297259E-4
6,-621,3.533336167133287E-4
7,-621,3.5315155349393694E-4
8,-621,3.529609569229764E-4
9.000000000000002,-621,3.527006331592269E-4
10,-621,3.5247952020451087E-4
11,-621,3.521544424852289E-4
12,-621,3.5185500519659455E-4
13.000000000000002,-621,3.515280071421851E-4
14,-621,3.511604756570967E-4
15,-621,3.5068708221277757E-4
16,-621,3.5029022226718676E-4
17,-621,3.4990590370656793E-4
18.000000000000004,-621,3.494168526273691E-4
19,-621,3.4891495425257987E-4
20,-621,3.4842438631667484E-4
21,-621,3.4794690856836406E-4
22,-621,3.475056560972435E-4
23,-621,3.4682450207055145E-4
24,-621,3.461501898018085E-4
25,-621,3.4548465995198603E-4
26.000000000000004,-621,3.448295760091391E-4
27,-621,3.441863749993973E-4
28,-621,3.427338032381497E-4
29,-621,3.4289060260333165E-4
30,-621,3.419766143680212E-4
31,-621,3.4091421639089744E-4
32,-621,3.401323953270234E-4
33,-621,3.3936256651982883E-4
34,-621,3.3860557895332833E-4
35,-621,3.378622003789588E-4
36.00000000000001,-621,3.3713312821549956E-4
37,-621,3.3621035193484697E-4
38,-621,3.352039032957168E-4
39,-621,3.3420748830269135E-4
40,-621,3.3322223718976917E-4
0,-620,3.594905779942385E-4
1,-620,3.5946952250164125E-4
2,-620,3.594213533077084E-4
3,-620,3.5935081666328786E-4
4,-620,3.5926004249074836E-4
5,-620,3.5912226037430417E-4
6,-620,3.5897259009181535E-4
7,-620,3.5879656450240173E-4
8,-620,3.585692723814486E-4
9.000000000000002,-620,3.5833492228333697E-4
10,-620,3.581131149813474E-4
11,-620,3.577783051079285E-4
12,-620,3.574510686728179E-4
13.000000000000002,-620,3.5712851116318807E-4
14,-620,3.567583343090412E-4
15,-620,3.5639965602039347E-4
16,-620,3.557738314281602E-4
17,-620,3.55502595696494E-4
18.000000000000004,-620,3.5498923342566963E-4
19,-620,3.5448513968864333E-4
20,-620,3.539923957595477E-4
21,-620,3.5351270508753957E-4
22,-620,3.529367418627586E-4
23,-620,3.5224807205565484E-4
24,-620,3.515666540059776E-4
25,-620,3.5089433664586703E-4
26.000000000000004,-620,3.502327052375373E-4
27,-620,3.4908054413602355E-4
28,-620,3.483342221004848E-4
29,-620,3.476019604176014E-4
30,-620,3.474001598617435E-4
31,-620,3.464898134704168E-4
32,-620,3.4558792703012965E-4
33,-620,3.4461883919632066E-4
34,-620,3.4385342033679237E-4
35,-620,3.431019789628534E-4
36.00000000000001,-620,3.423651545000749E-4
37,-620,3.414021825904916E-4
38,-620,3.40387813282885E-4
39,-620,3.3938369399688417E-4
40,-620,3.383909098865291E-4
0,-619,3.652444225866267E-4
1,-619,3.6522241963135804E-4
2,-619,3.6517219523880817E-4
3,-619,3.651083105715303E-4
4,-619,3.6500177249696727E-4
5,-619,3.648654774518012E-4
6,-619,3.647017576072972E-4
7,-619,3.6452487079960416E-4
8,-619,3.6432592855266155E-4
9.000000000000002,-619,3.6405602279068066E-4
10,-619,3.638030667907103E-4
11,-619,3.634821855860968E-4
12,-619,3.631814635325251E-4
13.000000000000002,-619,3.628374973962727E-4
14,-619,3.6241634793169204E-4
15,-619,3.620401668567367E-4
16,-619,3.61308060951032E-4
17,-619,3.6113522719688994E-4
18.000000000000004,-619,3.606162564477368E-4
19,-619,3.6010699371650677E-4
20,-619,3.596094004692545E-4
21,-619,3.591250826105674E-4
22,-619,3.5841686740758783E-4
23,-619,3.5771845767002534E-4
24,-619,3.5702789867397307E-4
25,-619,3.5634692621390105E-4
26.000000000000004,-619,3.554913390637171E-4
27,-619,3.547331079791109E-4
28,-619,3.539872657446071E-4
29,-619,3.5325524201943777E-4
30,-619,3.5287745815569023E-4
31,-619,3.519622174264018E-4
32,-619,3.5105561130464576E-4
33,-619,3.501591335370399E-4
34,-619,3.4927412546539963E-4
35,-619,3.483881929493523E-4
36.00000000000001,-619,3.476421825589529E-4
37,-619,3.466383747899645E-4
38,-619,3.4561477483633545E-4
39,-619,3.446017108707495E-4
40,-619,3.43600218589989E-4
0,-618,3.711022893584015E-4
1,-618,3.710789742918254E-4
2,-618,3.7102776430582974E-4
3,-618,3.709569737692738E-4
4,-618,3.708650497614401E-4
5,-618,3.707100645358334E-4
6,-618,3.7057282072257936E-4
7,-618,3.7035772551505844E-4
8,-618,3.701375015598196E-4
9.000000000000002,-618,3.698834048922114E-4
10,-618,3.6964155135793856E-4
11,-618,3.692997275245631E-4
12,-618,3.6896548634560584E-4
13.000000000000002,-618,3.6860486340940346E-4
14,-618,3.6821439663238374E-4
15,-618,3.678363638983389E-4
16,-618,3.675824130106667E-4
17,-618,3.6692985506522186E-4
18.000000000000004,-618,3.6629790423725714E-4
19,-618,3.657805036606069E-4
20,-618,3.652753920790787E-4
21,-618,3.647840366002319E-4
22,-618,3.6430765349548805E-4
23,-618,3.632356499673567E-4
24,-618,3.6253391867305094E-4
25,-618,3.619707365074919E-4
26.000000000000004,-618,3.612001828626908E-4
27,-618,3.604403734418162E-4
28,-618,3.596928971337991E-4
29,-618,3.5895914577351067E-4
30,-618,3.584084500410052E-4
31,-618,3.574864147491471E-4
32,-618,3.5657330766887497E-4
33,-618,3.55670560969015E-4
34,-618,3.547794609611597E-4
35,-618,3.5390116853248224E-4
36.00000000000001,-618,3.530438891652125E-4
37,-618,3.5191889924908817E-4
38,-618,3.508847648448244E-4
39,-618,3.49861521683796E-4
40,-618,3.4885015161587046E-4
0,-617,3.7706672407347523E-4
1,-617,3.7704208415317094E-4
2,-617,3.769907695896375E-4
3,-617,3.7691437694323666E-4
4,-617,3.768136420624306E-4
5,-617,3.7666685973835023E-4
6,-617,3.7649888685727334E-4
7,-617,3.76302122655726E-4
8,-617,3.7610097443519094E-4
9.000000000000002,-617,3.758142164832969E-4
10,-617,3.755451623746787E-4
11,-617,3.7519454336793574E-4
12,-617,3.748767672785452E-4
13.000000000000002,-617,3.7450886139134927E-4
14,-617,3.741159421211072E-4
15,-617,3.7352585858711757E-4
16,-617,3.7313016049305233E-4
17,-617,3.72863624174385E-4
18.000000000000004,-617,3.7221331459863825E-4
19,-617,3.7156831091236347E-4
20,-617,3.7099036320717915E-4
21,-617,3.704895632863569E-4
22,-617,3.700043268108101E-4
23,-617,3.687996411205034E-4
24,-617,3.6852425331584336E-4
25,-617,3.6774052609662685E-4
26.000000000000004,-617,3.6696595603369125E-4
27,-617,3.6620229891402893E-4
28,-617,3.6545108251470507E-4
29,-617,3.6471364530276843E-4
30,-617,3.6399116736563413E-4
31,-617,3.630623588316221E-4
32,-617,3.621409771301864E-4
33,-617,3.6123029666827055E-4
34,-617,3.6033154014934114E-4
35,-617,3.5944581149360166E-4
36.00000000000001,-617,3.585783297780703E-4
37,-617,3.573987095083385E-4
38,-617,3.5622819268723476E-4
39,-617,3.5516311168567257E-4
40,-617,3.5414069946028984E-4
0,-616,3.831399212474028E-4
1,-616,3.831143397389488E-4
2,-616,3.830600384191229E-4
3,-616,3.829923832248365E-4
4,-616,3.8287422077239235E-4
5,-616,3.827274553664824E-4
6,-616,3.8257932468152193E-4
