% Model,solenoidSplitCoil.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 7 2022, 14:27"
% Dimension,2
% Nodes,53341
% Expressions,1
% Description,Magnetic flux density norm
% Length unit,mm
% r,z,mf.normB (T)
27,-38,0.942453703229935
28,-38,0.9424665719701308
29,-38,0.942479841576349
30,-38,0.9424934719621312
31,-38,0.9425074282134638
32,-38,0.9424257260915694
33,-38,0.9424245639542763
34,-38,0.9424234570616434
35,-38,0.9424224006790648
36.00000000000001,-38,0.9256896078385557
37,-38,0.9109859303162243
38,-38,0.8959449766750578
39,-38,0.8805355172810831
40,-38,0.8649121780129189
0,-37,0.9424486381835677
1,-37,0.9424486436117827
2,-37,0.9424486514611004
3,-37,0.9424486661534245
4,-37,0.9424486842472836
5,-37,0.9424487111450619
6,-37,0.9424487413287472
7,-37,0.9424487754835581
8,-37,0.9424488192706867
9.000000000000002,-37,0.9424488737519591
10,-37,0.9424489230585489
11,-37,0.942448973124574
12,-37,0.9424490639501089
13.000000000000002,-37,0.942448975655133
14,-37,0.9424492269744489
15,-37,0.9424494917690547
16,-37,0.9424494596343405
17,-37,0.9424495622201545
18.000000000000004,-37,0.9424512388515012
19,-37,0.9424503654235115
20,-37,0.9424494354756413
21,-37,0.9424513930613677
22,-37,0.9424515048479474
23,-37,0.942451610168972
24,-37,0.9424517098326354
25,-37,0.9424282124136895
26.000000000000004,-37,0.9424400879515205
27,-37,0.9424524676195958
28,-37,0.9424652974041128
29,-37,0.9424785307414513
30,-37,0.9424921272764737
31,-37,0.9424252533542814
32,-37,0.9424242508928427
33,-37,0.9424232956790284
34,-37,0.9424223835446026
35,-37,0.9424215107976996
36.00000000000001,-37,0.9256857293572721
37,-37,0.910982134851908
38,-37,0.8959412598473109
39,-37,0.8805890489981713
40,-37,0.864913415590872
0,-36.00000000000001,0.9424489530158358
1,-36.00000000000001,0.9424489583339988
2,-36.00000000000001,0.9424489659990357
3,-36.00000000000001,0.9424489803221809
4,-36.00000000000001,0.9424489983565915
5,-36.00000000000001,0.942449024164932
6,-36.00000000000001,0.9424490539168748
7,-36.00000000000001,0.9424490874199256
8,-36.00000000000001,0.9424491281762517
9.000000000000002,-36.00000000000001,0.9424491761712241
10,-36.00000000000001,0.9424492255100144
11,-36.00000000000001,0.9424492755411118
12,-36.00000000000001,0.9424493257120576
13.000000000000002,-36.00000000000001,0.9424492771196714
14,-36.00000000000001,0.9424494395566568
15,-36.00000000000001,0.9424495325021033
16,-36.00000000000001,0.9424496277541045
17,-36.00000000000001,0.9424497249056216
18.000000000000004,-36.00000000000001,0.942451021203096
19,-36.00000000000001,0.9424501213310836
20,-36.00000000000001,0.9424491675835917
21,-36.00000000000001,0.9424481676571371
22,-36.00000000000001,0.9424514034467427
23,-36.00000000000001,0.9424515128170537
24,-36.00000000000001,0.9424516161925649
25,-36.00000000000001,0.9424269698614796
26.000000000000004,-36.00000000000001,0.942438803713815
27,-36.00000000000001,0.9424511447844244
28,-36.00000000000001,0.9424639387286465
29,-36.00000000000001,0.9424266218099168
30,-36.00000000000001,0.9424257150981414
31,-36.00000000000001,0.9424248525107028
32,-36.00000000000001,0.9424240299116563
33,-36.00000000000001,0.9424232436663873
34,-36.00000000000001,0.9424224905678785
35,-36.00000000000001,0.9424217677756331
36.00000000000001,-36.00000000000001,0.9256829659562172
37,-36.00000000000001,0.9109794244054328
38,-36.00000000000001,0.8959385995603106
39,-36.00000000000001,0.8805864362900687
40,-36.00000000000001,0.8649462849770344
0,-35,0.9424492568786795
1,-35,0.9424492620978366
2,-35,0.9424492697436967
3,-35,0.9424492833609828
4,-35,0.9424493021933807
5,-35,0.9424493263811078
6,-35,0.9424493559291537
7,-35,0.942449391455661
8,-35,0.9424494232042623
9.000000000000002,-35,0.9424494704402382
10,-35,0.9424495191718296
11,-35,0.9424495689911472
12,-35,0.9424496370832266
13.000000000000002,-35,0.9424497196469782
14,-35,0.9424496333762924
15,-35,0.9424497184495442
16,-35,0.9424498068133769
17,-35,0.9424498978870995
18.000000000000004,-35,0.9424508051490449
19,-35,0.9424498787490969
20,-35,0.9424489011264603
21,-35,0.9424478795986847
22,-35,0.9424468201528512
23,-35,0.9424513113582251
24,-35,0.9424514227836249
25,-35,0.9424256331059789
26.000000000000004,-35,0.9424374288962499
27,-35,0.9424497347244225
28,-35,0.9424279930549518
29,-35,0.9424272078400583
30,-35,0.9424264601273508
31,-35,0.9424257462883224
32,-35,0.9424250631480285
33,-35,0.9424244079163674
34,-35,0.9424237781314827
35,-35,0.9424231716128748
36.00000000000001,-35,0.925681317635425
37,-35,0.9109777989768266
38,-35,0.8959369958140893
39,-35,0.8805848531091884
40,-35,0.8649447213279116
0,-34,0.942449549981328
1,-34,0.942449555045019
2,-34,0.9424495624590146
3,-34,0.9424495756986441
4,-34,0.9424495934154504
5,-34,0.9424496183798143
6,-34,0.9424496475067377
7,-34,0.9424496809831645
8,-34,0.9424497129817341
9.000000000000002,-34,0.9424497600421061
10,-34,0.9424498086332145
11,-34,0.9424498673368205
12,-34,0.9424499149810496
13.000000000000002,-34,0.9424499961613193
14,-34,0.9424500613992858
15,-34,0.9424501274270951
16,-34,0.9424499968121578
17,-34,0.9424500811645871
18.000000000000004,-34,0.9424505906893467
19,-34,0.9424496376775491
20,-34,0.9424486361042472
21,-34,0.9424475929068197
22,-34,0.9424465137613027
23,-34,0.9424454033565962
24,-34,0.9424442656001135
25,-34,0.9424242021471898
26.000000000000004,-34,0.9424312722568088
27,-34,0.9424305388266829
28,-34,0.9424298418850631
29,-34,0.9424291776580638
30,-34,0.9424285428749835
31,-34,0.9424279346871458
32,-34,0.942427350601961
33,-34,0.942426788428971
34,-34,0.9424262462354158
35,-34,0.9424257223094271
36.00000000000001,-34,0.9256807843949127
37,-34,0.9109772585661065
38,-34,0.8959364486086598
39,-34,0.8805842994555462
40,-34,0.8649441615464397
0,-33,0.9424498326686531
1,-33,0.9424498379595907
2,-33,0.9424498449199669
3,-33,0.9424498585868902
4,-33,0.9424498759670151
5,-33,0.9424498995140834
6,-33,0.9424499250741609
7,-33,0.9424499604215365
8,-33,0.9424499980066351
9.000000000000002,-33,0.9424500482464494
10,-33,0.9424500939293801
11,-33,0.9424501403326558
12,-33,0.942450187276196
13.000000000000002,-33,0.9424502675044245
14,-33,0.9424503322141011
15,-33,0.9424503977840581
16,-33,0.9424504640529963
17,-33,0.9424513218593481
18.000000000000004,-33,0.9424504873034927
19,-33,0.9424496029216138
20,-33,0.9424486761876801
21,-33,0.9424477131520462
22,-33,0.9424467187650027
23,-33,0.94244569711592
24,-33,0.9424446516126089
25,-33,0.9424348117401428
26.000000000000004,-33,0.9424343944761309
27,-33,0.9424337438796638
28,-33,0.9424331238631485
29,-33,0.9424325312639268
30,-33,0.9424319633410306
31,-33,0.942431417707164
32,-33,0.9424308922734446
33,-33,0.9424303852041862
34,-33,0.9424298948796671
35,-33,0.9424294198652756
36.00000000000001,-33,0.9256813662346793
37,-33,0.9109778031732773
38,-33,0.8959369579440289
39,-33,0.8805847753291457
40,-33,0.8649446056326243
0,-32,0.9424501052465238
1,-32,0.9424501097460171
2,-32,0.9424501170600548
3,-32,0.9424501300364999
4,-32,0.9424501475643673
5,-32,0.9424501701831385
6,-32,0.942450196079322
7,-32,0.9424502301026981
8,-32,0.9424502676590314
9.000000000000002,-32,0.9424503156405457
10,-32,0.9424503610428284
11,-32,0.9424504072164812
12,-32,0.9424504539686663
13.000000000000002,-32,0.9424505336762934
14,-32,0.9424505982270548
15,-32,0.9424506636592839
16,-32,0.9424505653345704
17,-32,0.9424506603529359
18.000000000000004,-32,0.9424512613218496
19,-32,0.942450403405859
20,-32,0.9424495004912178
21,-32,0.9424485590063676
22,-32,0.9424475842109412
23,-32,0.942446580449853
24,-32,0.9424529977655828
25,-32,0.9424345821720995
26.000000000000004,-32,0.9424468154442589
27,-32,0.9424595400987583
28,-32,0.9424378389891864
29,-32,0.9424372686576252
30,-32,0.9424367215254704
31,-32,0.9424361953483537
32,-32,0.9424356881624542
33,-32,0.9424351982419895
34,-32,0.9424347240642097
35,-32,0.9424342642803933
36.00000000000001,-32,0.9256830631547195
37,-32,0.9109794327983279
38,-32,0.8959385238201872
39,-32,0.8805862807299807
40,-32,0.8649460535864555
0,-31,0.9424503678913393
1,-31,0.942450372538622
2,-31,0.942450379457968
3,-31,0.9424503914392068
4,-31,0.9424504089110551
5,-31,0.9424504320294937
6,-31,0.9424504576529116
7,-31,0.9424504912240396
8,-31,0.942450522833754
9.000000000000002,-31,0.942450564457013
10,-31,0.9424506093712208
11,-31,0.9424506679882961
12,-31,0.9424507150584618
13.000000000000002,-31,0.9424507946769255
14,-31,0.9424508594381462
15,-31,0.9424508027170138
16,-31,0.9424508995903916
17,-31,0.9424509998313773
18.000000000000004,-31,0.9424520308384203
19,-31,0.942451199625254
20,-31,0.942450320743149
21,-31,0.9424494010020169
22,-31,0.9424484459736026
23,-31,0.9424533585224182
24,-31,0.9424534605794025
25,-31,0.9424342579780747
26.000000000000004,-31,0.9424464448925964
27,-31,0.9424591266234985
28,-31,0.9424722501548068
29,-31,0.9424857697830958
30,-31,0.9424428174282653
31,-31,0.9424422676106778
32,-31,0.9424417382689543
33,-31,0.9424412275423428
34,-31,0.942440733789007
35,-31,0.9424402555547448
36.00000000000001,-31,0.9256858751550122
37,-31,0.9109821474412403
38,-31,0.8959411462371124
39,-31,0.880588815658028
40,-31,0.8649115558247455
0,-30,0.9424506206621595
1,-30,0.9424506249856986
2,-30,0.942450632321355
3,-30,0.9424506440860262
4,-30,0.9424506610953408
5,-30,0.9424506828368682
6,-30,0.9424507091362861
7,-30,0.9424507416320504
8,-30,0.9424507731238556
9.000000000000002,-30,0.9424508121649205
10,-30,0.9424508568069945
11,-30,0.9424509024986594
12,-30,0.9424509705455809
13.000000000000002,-30,0.9424509417399093
14,-30,0.9424510368827397
15,-30,0.9424511360729162
16,-30,0.9424512385515684
17,-30,0.9424513437383879
18.000000000000004,-30,0.9424527958532052
19,-30,0.9424519915797994
20,-30,0.9424511369434733
21,-30,0.9424502391389936
22,-30,0.9424536469012084
23,-30,0.9424537405119107
24,-30,0.9424538254872029
25,-30,0.9424338391580692
26.000000000000004,-30,0.9424459833546418
27,-30,0.9424586255320305
28,-30,0.942471712335213
29,-30,0.9424851977684817
30,-30,0.9424990419688911
31,-30,0.9425132102170998
32,-30,0.9424490425928913
33,-30,0.9424484731051962
34,-30,0.9424479240540071
35,-30,0.942447393688276
36.00000000000001,-30,0.9256898022355217
37,-30,0.910985947101978
38,-30,0.8958714434035332
39,-30,0.880535304715773
40,-30,0.8649117196724116
0,-29,0.9424508636407672
1,-29,0.9424508680204043
2,-29,0.9424508749726094
3,-29,0.9424508865765602
4,-29,0.9424509029536041
5,-29,0.9424509236702532
6,-29,0.9424509494308689
7,-29,0.9424509806534495
8,-29,0.9424510120949213
9.000000000000002,-29,0.9424510555002208
10,-29,0.9424510998140084
11,-29,0.9424511437855948
12,-29,0.9424512259927103
13.000000000000002,-29,0.9424511879827938
14,-29,0.9424513692101619
15,-29,0.942451474447862
16,-29,0.9424515822181002
17,-29,0.9424516920739675
18.000000000000004,-29,0.9424535563662028
19,-29,0.9424527792694938
20,-29,0.9424519490921912
21,-29,0.9424538525614035
22,-29,0.9424539407181782
23,-29,0.9424540203383446
24,-29,0.9424540924889825
25,-29,0.9424333257120844
26.000000000000004,-29,0.9424454308303977
27,-29,0.942458036824354
28,-29,0.9424710900287722
29,-29,0.9424845441805663
30,-29,0.9424983591850595
31,-29,0.9425125001210839
32,-29,0.9425269364326161
33,-29,0.9425416412673934
34,-29,0.9425565909322438
35,-29,0.9424556786809274
36.00000000000001,-29,0.9255854864801686
37,-29,0.9108967081547035
38,-29,0.8958712831204845
39,-29,0.8805351072782109
40,-29,0.8649114869385158
0,-28,0.9424510971746508
1,-28,0.9424511013780615
2,-28,0.9424511080992514
3,-28,0.9424511195896257
4,-28,0.9424511351606852
5,-28,0.9424511569416542
6,-28,0.9424511805282226
7,-28,0.9424512119116042
8,-28,0.9424512444653909
9.000000000000002,-28,0.9424512900073732
10,-28,0.9424513331915388
11,-28,0.9424513772179662
12,-28,0.9424514465115229
13.000000000000002,-28,0.9424513885098471
14,-28,0.9424516178642458
15,-28,0.9424518595058713
16,-28,0.9424521111308709
17,-28,0.9424520448381152
18.000000000000004,-28,0.9424521603362473
19,-28,0.9424535626943402
20,-28,0.9424539630943483
21,-28,0.9424540498079121
22,-28,0.9424541277280477
23,-28,0.9424541980017211
24,-28,0.9424542615847429
25,-28,0.9424327176401186
26.000000000000004,-28,0.9424447873198614
27,-28,0.9424573605004682
28,-28,0.9424703832354857
29,-28,0.9424838090193483
30,-28,0.9424975975472342
31,-28,0.9425117137149426
32,-28,0.9425261268062984
33,-28,0.9425408098283002
34,-28,0.9425557389635917
35,-28,0.9424303229180322
36.00000000000001,-28,0.9255849660022952
37,-28,0.9108961582598205
38,-28,0.8958707053577553
39,-28,0.8805345030776867
40,-28,0.8649108576230575
0,-27,0.9424513215307031
1,-27,0.9424513256870433
2,-27,0.9424513321685822
3,-27,0.9424513439751416
4,-27,0.9424513586840807
5,-27,0.9424513803713573
6,-27,0.9424514057068665
7,-27,0.942451434554053
8,-27,0.9424514607237545
9.000000000000002,-27,0.9424515115559602
10,-27,0.9424515614434149
11,-27,0.9424516120999461
12,-27,0.942451660485273
13.000000000000002,-27,0.9424515829733319
14,-27,0.9424518105286938
15,-27,0.9424520506111531
16,-27,0.9424523008718807
17,-27,0.9424525595147122
18.000000000000004,-27,0.9424523196199863
19,-27,0.9424539634790343
20,-27,0.942454054112767
21,-27,0.9424541351609899
22,-27,0.9424542079308164
23,-27,0.9424542735020388
24,-27,0.9424543327744824
25,-27,0.9424320149421739
26.000000000000004,-27,0.9424440528230339
27,-27,0.9424565965603741
28,-27,0.9424695919553524
29,-27,0.9424829922848282
30,-27,0.9424967570554144
31,-27,0.9425108509986759
32,-27,0.9425252432547331
33,-27,0.942429678671334
34,-27,0.9424284825327276
35,-27,0.9424273380357138
36.00000000000001,-27,0.9257038481056483
37,-27,0.910997274265888
38,-27,0.8958697101153432
39,-27,0.8805334921142021
40,-27,0.8649098317260369
0,-26.000000000000004,0.9424515369319619
1,-26.000000000000004,0.9424515409674117
2,-26.000000000000004,0.9424515474746413
3,-26.000000000000004,0.9424515586324891
4,-26.000000000000004,0.9424515741307516
5,-26.000000000000004,0.9424515938648502
6,-26.000000000000004,0.942451618204078
7,-26.000000000000004,0.9424516481599903
8,-26.000000000000004,0.9424516724443935
9.000000000000002,-26.000000000000004,0.9424517230479278
10,-26.000000000000004,0.9424517637550118
11,-26.000000000000004,0.9424518197400171
12,-26.000000000000004,0.9424518679139586
13.000000000000002,-26.000000000000004,0.9424517713732501
14,-26.000000000000004,0.9424519975626882
15,-26.000000000000004,0.9424522364613446
16,-26.000000000000004,0.9424522111211263
17,-26.000000000000004,0.9424522860103619
18.000000000000004,-26.000000000000004,0.9424538641525237
19,-26.000000000000004,0.9424529790299994
20,-26.000000000000004,0.9424540276427897
21,-26.000000000000004,0.942454108620635
22,-26.000000000000004,0.9424541813264853
23,-26.000000000000004,0.9424542468392979
24,-26.000000000000004,0.9424543060582026
25,-26.000000000000004,0.9424312176182472
26.000000000000004,-26.000000000000004,0.9424432273399158
27,-26.000000000000004,0.9424557450040718
28,-26.000000000000004,0.9424687161883729
29,-26.000000000000004,0.9424820939770063
30,-26.000000000000004,0.9424958377096001
31,-26.000000000000004,0.9424295870697418
32,-26.000000000000004,0.9424284960767867
33,-26.000000000000004,0.942427453487558
34,-26.000000000000004,0.9424264550316162
35,-26.000000000000004,0.9424254969265663
36.00000000000001,-26.000000000000004,0.9256991407751218
37,-26.000000000000004,0.9109926554673519
38,-26.000000000000004,0.8959488007272578
39,-26.000000000000004,0.8805935280511076
40,-26.000000000000004,0.8649084092474545
0,-25,0.9424517435353359
1,-25,0.9424517474167875
2,-25,0.9424517537729117
3,-25,0.9424517647403896
4,-25,0.942451779309834
5,-25,0.942451800568293
6,-25,0.9424518220376246
7,-25,0.9424518502080714
8,-25,0.9424518855013155
9.000000000000002,-25,0.9424519206122088
10,-25,0.9424519564938876
11,-25,0.9424519928836789
12,-25,0.9424520687975819
13.000000000000002,-25,0.9424519537096023
14,-25,0.9424521360566185
15,-25,0.9424522038758049
16,-25,0.9424522730243917
17,-25,0.9424523432677785
18.000000000000004,-25,0.9424535580891861
19,-25,0.9424526481284282
20,-25,0.9424516850878214
21,-25,0.9424506765502242
22,-25,0.9424540479150554
23,-25,0.9424541180134987
24,-25,0.9424541814359007
25,-25,0.9424303256683412
26.000000000000004,-25,0.9424423108705069
27,-25,0.942454805831561
28,-25,0.9424677559345479
29,-25,0.9424811140958826
30,-25,0.942429168159074
31,-25,0.9424282194160071
32,-25,0.9424273117041267
33,-25,0.9424264412938146
34,-25,0.9424256048942289
35,-25,0.9424247995906242
36.00000000000001,-25,0.9256955455240164
37,-25,0.910989118766549
38,-25,0.8959453194845566
39,-25,0.8805900994115267
40,-25,0.8649468151076642
0,-24,0.9424519415211228
1,-24,0.9424519452517471
2,-24,0.9424519515276287
3,-24,0.9424519625125121
4,-24,0.9424519766267166
5,-24,0.9424519961201456
6,-24,0.942452017689666
7,-24,0.9424520458550097
8,-24,0.942452076060649
9.000000000000002,-24,0.9424521092615283
10,-24,0.9424521443760475
11,-24,0.9424521801043024
12,-24,0.9424522162928622
13.000000000000002,-24,0.9424521658595443
14,-24,0.9424522239666874
15,-24,0.9424522847867958
16,-24,0.942452347811189
17,-24,0.9424524126508762
18.000000000000004,-24,0.9424532558327968
19,-24,0.9424523208334388
20,-24,0.9424513352580899
21,-24,0.9424503063319142
22,-24,0.9424492399664094
23,-24,0.94245388702464
24,-24,0.9424539589075792
25,-24,0.9424293390924561
26.000000000000004,-24,0.9424413034148058
27,-24,0.942453779042841
28,-24,0.9424306396088049
29,-24,0.9424297701261691
30,-24,0.9424289391313906
31,-24,0.9424281429003586
32,-24,0.9424273781744751
33,-24,0.942426642090124
34,-24,0.9424259321205846
35,-24,0.942425246027905
36.00000000000001,-24,0.9256930623523683
37,-24,0.9109866641635149
38,-24,0.8959428919389741
39,-24,0.8805876975280124
40,-24,0.8649444375950018
0,-23,0.9424521310697562
1,-23,0.9424521346448692
2,-23,0.9424521409588776
3,-23,0.9424521512296108
4,-23,0.9424521660108451
5,-23,0.9424521846715812
6,-23,0.9424522058399506
7,-23,0.9424522341905
8,-23,0.9424522608415123
9.000000000000002,-23,0.9424522944241103
10,-23,0.9424523292928276
11,-23,0.9424523777554455
12,-23,0.9424524146269689
13.000000000000002,-23,0.9424524754666118
14,-23,0.9424525166254973
15,-23,0.942452379440218
16,-23,0.9424524354815194
17,-23,0.9424524941596519
18.000000000000004,-23,0.9424529573833553
19,-23,0.9424519971450322
20,-23,0.9424509888546119
21,-23,0.9424499393767027
22,-23,0.9424488543278016
23,-23,0.9424477383476241
24,-23,0.9424536384732388
25,-23,0.9424282578905895
26.000000000000004,-23,0.9424402049728142
27,-23,0.9424322797172565
28,-23,0.9424315021890131
29,-23,0.9424307581401363
30,-23,0.9424300442232286
31,-23,0.9424293575228121
32,-23,0.9424286954878432
33,-23,0.9424280558764976
34,-23,0.9424274367106931
35,-23,0.9424268362384165
36.00000000000001,-23,0.9256916912602023
37,-23,0.9109852916582764
38,-23,0.8959415180905331
39,-23,0.8805863224005902
40,-23,0.8649430612477071
0,-22,0.9424523123319444
1,-22,0.9424523157969538
2,-22,0.942452321945301
3,-22,0.942452331556859
4,-22,0.942452346661579
5,-22,0.9424523651197481
6,-22,0.9424523857393788
7,-22,0.9424524128589886
8,-22,0.9424524415100912
9.000000000000002,-22,0.9424524759063816
10,-22,0.9424525162640809
11,-22,0.9424525521410765
12,-22,0.9424525884030295
13.000000000000002,-22,0.9424526517297507
14,-22,0.942452692631437
15,-22,0.9424527336314431
16,-22,0.9424527747113335
17,-22,0.9424535948794652
18.000000000000004,-22,0.9424526627408619
19,-22,0.9424516770632079
20,-22,0.9424506458773879
21,-22,0.9424495756845895
22,-22,0.9424486139533778
23,-22,0.9424475600770594
24,-22,0.9424464829081793
25,-22,0.9424359780002253
26.000000000000004,-22,0.9424352164835472
27,-22,0.9424344897460226
28,-22,0.9424337940618893
29,-22,0.9424331262192825
30,-22,0.9424324834345873
31,-22,0.9424318632833638
32,-22,0.9424312636442272
33,-22,0.9424306826529313
34,-22,0.9424301186645511
35,-22,0.9424295702221548
36.00000000000001,-22,0.9256914322475277
37,-22,0.9109850012508426
38,-22,0.8959411979392476
39,-22,0.8805859740292724
40,-22,0.8649426860657932
0,-21,0.9424524854606502
1,-21,0.9424524888641268
2,-21,0.9424524948501772
3,-21,0.9424525050319909
4,-21,0.9424525189351404
5,-21,0.9424525373376313
6,-21,0.9424525577566553
7,-21,0.9424525853351108
8,-21,0.9424526134155623
9.000000000000002,-21,0.9424526511909752
10,-21,0.9424526862327187
11,-21,0.9424527218462737
12,-21,0.9424527578886914
13.000000000000002,-21,0.9424528240482843
14,-21,0.9424528649745304
15,-21,0.9424529059958201
16,-21,0.9424527781249528
17,-21,0.942454041587581
18.000000000000004,-21,0.9424531996414057
19,-21,0.9424523059643178
20,-21,0.9424513683160102
21,-21,0.9424503929781372
22,-21,0.9424493850902357
23,-21,0.9424483488980084
24,-21,0.942454836790854
25,-21,0.942437648630744
26.000000000000004,-21,0.9424496659668475
27,-21,0.9424381819414149
28,-21,0.9424375152274213
29,-21,0.9424368743635936
30,-21,0.9424362567654535
31,-21,0.9424356601820015
32,-21,0.9424350826436142
33,-21,0.9424345224194096
34,-21,0.942433977982141
35,-21,0.9424334479791013
36.00000000000001,-21,0.9256922853143452
37,-21,0.9109857929412137
38,-21,0.8959419314851154
39,-21,0.8805866524140596
40,-21,0.8649433120492603
0,-20,0.9424526505785585
1,-20,0.9424526538983722
2,-20,0.9424526600014742
3,-20,0.9424526697121043
4,-20,0.9424526841755011
5,-20,0.9424527021279444
6,-20,0.9424527214952096
7,-20,0.9424527491015966
8,-20,0.9424527763256942
9.000000000000002,-20,0.9424528090576916
10,-20,0.9424528510528778
11,-20,0.942452886871036
12,-20,0.9424529230839545
13.000000000000002,-20,0.9424529924222136
14,-20,0.9424530336547761
15,-20,0.9424529455205976
16,-20,0.9424530287254641
17,-20,0.9424531154524791
18.000000000000004,-20,0.9424538778646174
19,-20,0.9424530104847927
20,-20,0.9424520965040185
21,-20,0.9424511425796256
22,-20,0.9424501541585212
23,-20,0.9424551958697223
24,-20,0.9424552884837136
25,-20,0.9424373519116469
26.000000000000004,-20,0.9424493251183247
27,-20,0.9424617802458687
28,-20,0.9424746656599593
29,-20,0.9424879368482537
30,-20,0.9424413642157976
31,-20,0.9424407482186942
32,-20,0.9424401524859722
33,-20,0.9424395751759034
34,-20,0.9424390146634317
35,-20,0.9424384695092253
36.00000000000001,-20,0.9256942504606417
37,-20,0.9109876667293761
38,-20,0.8959437187281256
39,-20,0.8805883575549385
40,-20,0.8649058087031587
0,-19,0.9424528077595673
1,-19,0.9424528110015776
2,-19,0.9424528169707309
3,-19,0.9424528266916438
4,-19,0.942452840859442
5,-19,0.9424528586286804
6,-19,0.9424528799273827
7,-19,0.9424529058466782
8,-19,0.9424529315144137
9.000000000000002,-19,0.9424529638136411
10,-19,0.9424529985164558
11,-19,0.9424530339483883
12,-19,0.9424530839888203
13.000000000000002,-19,0.9424530280145405
14,-19,0.9424531100148815
15,-19,0.9424531961675825
16,-19,0.9424532856940823
17,-19,0.9424533779990104
18.000000000000004,-19,0.9424545535595751
19,-19,0.9424537126100789
20,-19,0.9424528224165984
21,-19,0.9424518900140406
22,-19,0.942455484130395
23,-19,0.9424555689587278
24,-19,0.9424556453657756
25,-19,0.942436963823837
26.000000000000004,-19,0.9424488964154808
27,-19,0.9424613139366407
28,-19,0.9424741644306439
29,-19,0.9424874031072531
30,-19,0.9425009911482628
31,-19,0.9425148947442679
32,-19,0.9424464731712607
33,-19,0.9424458409223694
34,-19,0.9424452287083848
35,-19,0.9424446348124884
36.00000000000001,-19,0.9256973276863896
37,-19,0.9109906226153056
38,-19,0.8959465596682493
39,-19,0.8805302281534325
40,-19,0.8649136797377152
0,-18.000000000000004,0.9424529571043005
1,-18.000000000000004,0.9424529602811014
2,-18.000000000000004,0.94245296624286
3,-18.000000000000004,0.9424529759267477
4,-18.000000000000004,0.9424529897743742
5,-18.000000000000004,0.9424530069115937
6,-18.000000000000004,0.9424530279756484
7,-18.000000000000004,0.9424530530432489
8,-18.000000000000004,0.9424530811490681
9.000000000000002,-18.000000000000004,0.9424531150804373
10,-18.000000000000004,0.9424531499681229
11,-18.000000000000004,0.9424531864681633
12,-18.000000000000004,0.942453271059604
13.000000000000002,-18.000000000000004,0.9424532351811298
14,-18.000000000000004,0.9424533607149793
15,-18.000000000000004,0.942453453607213
16,-18.000000000000004,0.9424535490308061
17,-18.000000000000004,0.942453646539055
18.000000000000004,-18.000000000000004,0.9424552267262788
19,-18.000000000000004,0.9424544123401785
20,-18.000000000000004,0.9424535460537501
21,-18.000000000000004,0.942455691455207
22,-18.000000000000004,0.9424557714692439
23,-18.000000000000004,0.9424558431144886
24,-18.000000000000004,0.9424559074370409
25,-18.000000000000004,0.9424364843673111
26.000000000000004,-18.000000000000004,0.9424483798583139
27,-18.000000000000004,0.94246076302716
28,-18.000000000000004,0.9424735816227111
29,-18.000000000000004,0.9424867906008816
30,-18.000000000000004,0.9425003509234655
31,-18.000000000000004,0.9425142285894439
32,-18.000000000000004,0.9425283938479245
33,-18.000000000000004,0.9425428205541864
34,-18.000000000000004,0.942452620116942
35,-18.000000000000004,0.942451943888833
36.00000000000001,-18.000000000000004,0.9257015169915509
37,-18.000000000000004,0.91088517754017
38,-18.000000000000004,0.8958666170123505
39,-18.000000000000004,0.8805375008442933
40,-18.000000000000004,0.8649211207158499
0,-17,0.9424530987192157
1,-17,0.9424531020844088
2,-17,0.9424531077721915
3,-17,0.9424531174178542
4,-17,0.9424531309753755
5,-17,0.9424531484837713
6,-17,0.9424531685884799
7,-17,0.9424531953314693
8,-17,0.9424532241052058
9.000000000000002,-17,0.9424532616480445
10,-17,0.9424532965763817
11,-17,0.9424533320881073
12,-17,0.9424534029519066
13.000000000000002,-17,0.9424533492274716
14,-17,0.9424535777533462
15,-17,0.9424538186247317
16,-17,0.9424538187356357
17,-17,0.9424539210726107
18.000000000000004,-17,0.9424558973647282
19,-17,0.9424551096750892
20,-17,0.9424558057029618
21,-17,0.942455884876697
22,-17,0.9424559553776338
23,-17,0.9424560183370052
24,-17,0.9424560746975083
25,-17,0.9424359135420671
26.000000000000004,-17,0.9424477754468265
27,-17,0.9424601275174269
28,-17,0.9424729172361608
29,-17,0.9424860993291397
30,-17,0.942499634558994
31,-17,0.9425134887512422
32,-17,0.9425276320032094
33,-17,0.942542038036792
34,-17,0.9425566836654247
35,-17,0.9424329387423023
36.00000000000001,-17,0.9255735365401007
37,-17,0.9108916213578441
38,-17,0.8958732598253095
39,-17,0.8805443324367648
40,-17,0.8649281316375497
0,-16,0.9424532327020088
1,-16,0.9424532357954809
2,-16,0.9424532415883848
3,-16,0.9424532510959874
4,-16,0.9424532646955275
5,-16,0.9424532824215195
6,-16,0.942453302891539
7,-16,0.9424533299150964
8,-16,0.9424533513651355
9.000000000000002,-16,0.9424533961338339
10,-16,0.9424534373159766
11,-16,0.9424534856070539
12,-16,0.9424535285976682
13.000000000000002,-16,0.9424534576237336
14,-16,0.9424536842941406
15,-16,0.9424539235574544
16,-16,0.9424541730525046
17,-16,0.9424544309736926
18.000000000000004,-16,0.9424546959166602
19,-16,0.9424558121764198
20,-16,0.9424558958148095
21,-16,0.9424559699422065
22,-16,0.9424560358555638
